Service Item Type ID,StagingRef__c,Name,ServiceCompanyStagingRef__c,ServiceItemFamilyStagingRef__c,DivisionStagingRef__c,DeviceSizeStagingRef__c,BandTypeStagingRef__c,GroupTypeStagingRef__c,Apt_UK__BillDescription__c,Apt_UK__StartDate__c,Apt_UK__EndDate__c,Apt_UK__EligibleforanAgreedRate__c,Apt_UK__AvailableToSelectInWizard__c,ChargeType__c,NumberOfOccupants__c,ServiceItemTypeCategory__c,SurfaceWaterDrainage__c,AssessedCharge__c
SI0986,SI0986,SWW HH Legacy Meas Sew RTS NSW - 60%,SWW,SIF018,SW01,,,,60%,2017/04/01,2025/10/01,No,0,,,,,
SI0987,SI0987,SWW HH Legacy Meas Sew RTS NSW - 61%,SWW,SIF018,SW01,,,,61%,2017/04/01,2025/10/01,No,0,,,,,
SI0988,SI0988,SWW HH Legacy Meas Sew RTS NSW - 62%,SWW,SIF018,SW01,,,,62%,2017/04/01,2025/10/01,No,0,,,,,
SI0989,SI0989,SWW HH Legacy Meas Sew RTS NSW - 63%,SWW,SIF018,SW01,,,,63%,2017/04/01,2025/10/01,No,0,,,,,
SI0990,SI0990,SWW HH Legacy Meas Sew RTS NSW - 64%,SWW,SIF018,SW01,,,,64%,2017/04/01,2025/10/01,No,0,,,,,
SI0991,SI0991,SWW HH Legacy Meas Sew RTS NSW - 65%,SWW,SIF018,SW01,,,,65%,2017/04/01,2025/10/01,No,0,,,,,
SI0992,SI0992,SWW HH Legacy Meas Sew RTS NSW - 66%,SWW,SIF018,SW01,,,,66%,2017/04/01,2025/10/01,No,0,,,,,
SI0993,SI0993,SWW HH Legacy Meas Sew RTS NSW - 67%,SWW,SIF018,SW01,,,,67%,2017/04/01,2025/10/01,No,0,,,,,
SI0994,SI0994,SWW HH Legacy Meas Sew RTS NSW - 68%,SWW,SIF018,SW01,,,,68%,2017/04/01,2025/10/01,No,0,,,,,
SI0995,SI0995,SWW HH Legacy Meas Sew RTS NSW - 69%,SWW,SIF018,SW01,,,,69%,2017/04/01,2025/10/01,No,0,,,,,
SI0996,SI0996,SWW HH Legacy Meas Sew RTS NSW - 70%,SWW,SIF018,SW01,,,,70%,2017/04/01,2025/10/01,No,0,,,,,
SI0997,SI0997,SWW HH Legacy Meas Sew RTS NSW - 71%,SWW,SIF018,SW01,,,,71%,2017/04/01,2025/10/01,No,0,,,,,
SI0998,SI0998,SWW HH Legacy Meas Sew RTS NSW - 72%,SWW,SIF018,SW01,,,,72%,2017/04/01,2025/10/01,No,0,,,,,
SI0999,SI0999,SWW HH Legacy Meas Sew RTS NSW - 73%,SWW,SIF018,SW01,,,,73%,2017/04/01,2025/10/01,No,0,,,,,
SI1000,SI1000,SWW HH Legacy Meas Sew RTS NSW - 74%,SWW,SIF018,SW01,,,,74%,2017/04/01,2025/10/01,No,0,,,,,
SI1001,SI1001,SWW HH Legacy Meas Sew RTS NSW - 75%,SWW,SIF018,SW01,,,,75%,2017/04/01,2025/10/01,No,0,,,,,
SI1002,SI1002,SWW HH Legacy Meas Sew RTS NSW - 76%,SWW,SIF018,SW01,,,,76%,2017/04/01,2025/10/01,No,0,,,,,
SI1003,SI1003,SWW HH Legacy Meas Sew RTS NSW - 77%,SWW,SIF018,SW01,,,,77%,2017/04/01,2025/10/01,No,0,,,,,
SI1004,SI1004,SWW HH Legacy Meas Sew RTS NSW - 78%,SWW,SIF018,SW01,,,,78%,2017/04/01,2025/10/01,No,0,,,,,
SI1005,SI1005,SWW HH Legacy Meas Sew RTS NSW - 79%,SWW,SIF018,SW01,,,,79%,2017/04/01,2025/10/01,No,0,,,,,
SI1006,SI1006,SWW HH Legacy Meas Sew RTS NSW - 80%,SWW,SIF018,SW01,,,,80%,2017/04/01,2025/10/01,No,0,,,,,
SI1007,SI1007,SWW HH Legacy Meas Sew RTS NSW - 81%,SWW,SIF018,SW01,,,,81%,2017/04/01,2025/10/01,No,0,,,,,
SI1008,SI1008,SWW HH Legacy Meas Sew RTS NSW - 82%,SWW,SIF018,SW01,,,,82%,2017/04/01,2025/10/01,No,0,,,,,
SI1009,SI1009,SWW HH Legacy Meas Sew RTS NSW - 83%,SWW,SIF018,SW01,,,,83%,2017/04/01,2025/10/01,No,0,,,,,
SI1010,SI1010,SWW HH Legacy Meas Sew RTS NSW - 84%,SWW,SIF018,SW01,,,,84%,2017/04/01,2025/10/01,No,0,,,,,
SI1011,SI1011,SWW HH Legacy Meas Sew RTS NSW - 85%,SWW,SIF018,SW01,,,,85%,2017/04/01,2025/10/01,No,0,,,,,
SI1012,SI1012,SWW HH Legacy Meas Sew RTS NSW - 86%,SWW,SIF018,SW01,,,,86%,2017/04/01,2025/10/01,No,0,,,,,
SI1013,SI1013,SWW HH Legacy Meas Sew RTS NSW - 87%,SWW,SIF018,SW01,,,,87%,2017/04/01,2025/10/01,No,0,,,,,
SI1014,SI1014,SWW HH Legacy Meas Sew RTS NSW - 88%,SWW,SIF018,SW01,,,,88%,2017/04/01,2025/10/01,No,0,,,,,
SI1015,SI1015,SWW HH Legacy Meas Sew RTS NSW - 89%,SWW,SIF018,SW01,,,,89%,2017/04/01,2025/10/01,No,0,,,,,
SI1016,SI1016,SWW HH Legacy Meas Sew RTS NSW - 90%,SWW,SIF018,SW01,,,,90%,2017/04/01,2025/10/01,No,0,,,,,
SI1017,SI1017,SWW HH Legacy Meas Sew RTS NSW - 91%,SWW,SIF018,SW01,,,,91%,2017/04/01,2025/10/01,No,0,,,,,
SI1018,SI1018,SWW HH Legacy Meas Sew RTS NSW - 92%,SWW,SIF018,SW01,,,,92%,2017/04/01,2025/10/01,No,0,,,,,
SI1019,SI1019,SWW HH Legacy Meas Sew RTS NSW - 93%,SWW,SIF018,SW01,,,,93%,2017/04/01,2025/10/01,No,0,,,,,
SI1020,SI1020,SWW HH Legacy Meas Sew RTS NSW - 94%,SWW,SIF018,SW01,,,,94%,2017/04/01,2025/10/01,No,0,,,,,
SI1021,SI1021,SWW HH Legacy Meas Sew RTS NSW - 95%,SWW,SIF018,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI1022,SI1022,SWW HH Legacy Meas Sew RTS NSW - 96%,SWW,SIF018,SW01,,,,96%,2017/04/01,2025/10/01,No,0,,,,,
SI1023,SI1023,SWW HH Legacy Meas Sew RTS NSW - 97%,SWW,SIF018,SW01,,,,97%,2017/04/01,2025/10/01,No,0,,,,,
SI1024,SI1024,SWW HH Legacy Meas Sew RTS NSW - 98%,SWW,SIF018,SW01,,,,98%,2017/04/01,2025/10/01,No,0,,,,,
SI1025,SI1025,SWW HH Legacy Meas Sew RTS NSW - 99%,SWW,SIF018,SW01,,,,99%,2017/04/01,2025/10/01,No,0,,,,,
SI1026,SI1026,SWW HH Legacy Meas Sew RTS NSW - 100%,SWW,SIF018,SW01,,,,100%,2017/04/01,2025/10/01,No,0,,,,,
SI1027,SI1027,SWW HH Legacy Meas Sew RTS NSW - Default,SWW,SIF018,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI1028,SI1028,SWW HH Legacy Meas Sew RTS SWD - 00%,SWW,SIF019,SW01,,,,00%,2017/04/01,2025/10/01,No,0,,,,,
SI1029,SI1029,SWW HH Legacy Meas Sew RTS SWD - 01%,SWW,SIF019,SW01,,,,01%,2017/04/01,2025/10/01,No,0,,,,,
SI1030,SI1030,SWW HH Legacy Meas Sew RTS SWD - 02%,SWW,SIF019,SW01,,,,02%,2017/04/01,2025/10/01,No,0,,,,,
SI1031,SI1031,SWW HH Legacy Meas Sew RTS SWD - 03%,SWW,SIF019,SW01,,,,03%,2017/04/01,2025/10/01,No,0,,,,,
SI1032,SI1032,SWW HH Legacy Meas Sew RTS SWD - 04%,SWW,SIF019,SW01,,,,04%,2017/04/01,2025/10/01,No,0,,,,,
SI1033,SI1033,SWW HH Legacy Meas Sew RTS SWD - 05%,SWW,SIF019,SW01,,,,05%,2017/04/01,2025/10/01,No,0,,,,,
SI1034,SI1034,SWW HH Legacy Meas Sew RTS SWD - 06%,SWW,SIF019,SW01,,,,06%,2017/04/01,2025/10/01,No,0,,,,,
SI1035,SI1035,SWW HH Legacy Meas Sew RTS SWD - 07%,SWW,SIF019,SW01,,,,07%,2017/04/01,2025/10/01,No,0,,,,,
SI1036,SI1036,SWW HH Legacy Meas Sew RTS SWD - 08%,SWW,SIF019,SW01,,,,08%,2017/04/01,2025/10/01,No,0,,,,,
SI1037,SI1037,SWW HH Legacy Meas Sew RTS SWD - 09%,SWW,SIF019,SW01,,,,09%,2017/04/01,2025/10/01,No,0,,,,,
SI1038,SI1038,SWW HH Legacy Meas Sew RTS SWD - 10%,SWW,SIF019,SW01,,,,10%,2017/04/01,2025/10/01,No,0,,,,,
SI1039,SI1039,SWW HH Legacy Meas Sew RTS SWD - 11%,SWW,SIF019,SW01,,,,11%,2017/04/01,2025/10/01,No,0,,,,,
SI1040,SI1040,SWW HH Legacy Meas Sew RTS SWD - 12%,SWW,SIF019,SW01,,,,12%,2017/04/01,2025/10/01,No,0,,,,,
SI1041,SI1041,SWW HH Legacy Meas Sew RTS SWD - 13%,SWW,SIF019,SW01,,,,13%,2017/04/01,2025/10/01,No,0,,,,,
SI1042,SI1042,SWW HH Legacy Meas Sew RTS SWD - 14%,SWW,SIF019,SW01,,,,14%,2017/04/01,2025/10/01,No,0,,,,,
SI1043,SI1043,SWW HH Legacy Meas Sew RTS SWD - 15%,SWW,SIF019,SW01,,,,15%,2017/04/01,2025/10/01,No,0,,,,,
SI1044,SI1044,SWW HH Legacy Meas Sew RTS SWD - 16%,SWW,SIF019,SW01,,,,16%,2017/04/01,2025/10/01,No,0,,,,,
SI1045,SI1045,SWW HH Legacy Meas Sew RTS SWD - 17%,SWW,SIF019,SW01,,,,17%,2017/04/01,2025/10/01,No,0,,,,,
SI1046,SI1046,SWW HH Legacy Meas Sew RTS SWD - 18%,SWW,SIF019,SW01,,,,18%,2017/04/01,2025/10/01,No,0,,,,,
SI1047,SI1047,SWW HH Legacy Meas Sew RTS SWD - 19%,SWW,SIF019,SW01,,,,19%,2017/04/01,2025/10/01,No,0,,,,,
SI1048,SI1048,SWW HH Legacy Meas Sew RTS SWD - 20%,SWW,SIF019,SW01,,,,20%,2017/04/01,2025/10/01,No,0,,,,,
SI1049,SI1049,SWW HH Legacy Meas Sew RTS SWD - 21%,SWW,SIF019,SW01,,,,21%,2017/04/01,2025/10/01,No,0,,,,,
SI1050,SI1050,SWW HH Legacy Meas Sew RTS SWD - 22%,SWW,SIF019,SW01,,,,22%,2017/04/01,2025/10/01,No,0,,,,,
SI1051,SI1051,SWW HH Legacy Meas Sew RTS SWD - 23%,SWW,SIF019,SW01,,,,23%,2017/04/01,2025/10/01,No,0,,,,,
SI1052,SI1052,SWW HH Legacy Meas Sew RTS SWD - 24%,SWW,SIF019,SW01,,,,24%,2017/04/01,2025/10/01,No,0,,,,,
SI1053,SI1053,SWW HH Legacy Meas Sew RTS SWD - 25%,SWW,SIF019,SW01,,,,25%,2017/04/01,2025/10/01,No,0,,,,,
SI1054,SI1054,SWW HH Legacy Meas Sew RTS SWD - 26%,SWW,SIF019,SW01,,,,26%,2017/04/01,2025/10/01,No,0,,,,,
SI1055,SI1055,SWW HH Legacy Meas Sew RTS SWD - 27%,SWW,SIF019,SW01,,,,27%,2017/04/01,2025/10/01,No,0,,,,,
SI1056,SI1056,SWW HH Legacy Meas Sew RTS SWD - 28%,SWW,SIF019,SW01,,,,28%,2017/04/01,2025/10/01,No,0,,,,,
SI1057,SI1057,SWW HH Legacy Meas Sew RTS SWD - 29%,SWW,SIF019,SW01,,,,29%,2017/04/01,2025/10/01,No,0,,,,,
SI1058,SI1058,SWW HH Legacy Meas Sew RTS SWD - 30%,SWW,SIF019,SW01,,,,30%,2017/04/01,2025/10/01,No,0,,,,,
SI1059,SI1059,SWW HH Legacy Meas Sew RTS SWD - 31%,SWW,SIF019,SW01,,,,31%,2017/04/01,2025/10/01,No,0,,,,,
SI1060,SI1060,SWW HH Legacy Meas Sew RTS SWD - 32%,SWW,SIF019,SW01,,,,32%,2017/04/01,2025/10/01,No,0,,,,,
SI1061,SI1061,SWW HH Legacy Meas Sew RTS SWD - 33%,SWW,SIF019,SW01,,,,33%,2017/04/01,2025/10/01,No,0,,,,,
SI1062,SI1062,SWW HH Legacy Meas Sew RTS SWD - 34%,SWW,SIF019,SW01,,,,34%,2017/04/01,2025/10/01,No,0,,,,,
SI1063,SI1063,SWW HH Legacy Meas Sew RTS SWD - 35%,SWW,SIF019,SW01,,,,35%,2017/04/01,2025/10/01,No,0,,,,,
SI1064,SI1064,SWW HH Legacy Meas Sew RTS SWD - 36%,SWW,SIF019,SW01,,,,36%,2017/04/01,2025/10/01,No,0,,,,,
SI1065,SI1065,SWW HH Legacy Meas Sew RTS SWD - 37%,SWW,SIF019,SW01,,,,37%,2017/04/01,2025/10/01,No,0,,,,,
SI1066,SI1066,SWW HH Legacy Meas Sew RTS SWD - 38%,SWW,SIF019,SW01,,,,38%,2017/04/01,2025/10/01,No,0,,,,,
SI1067,SI1067,SWW HH Legacy Meas Sew RTS SWD - 39%,SWW,SIF019,SW01,,,,39%,2017/04/01,2025/10/01,No,0,,,,,
SI1068,SI1068,SWW HH Legacy Meas Sew RTS SWD - 40%,SWW,SIF019,SW01,,,,40%,2017/04/01,2025/10/01,No,0,,,,,
SI1069,SI1069,SWW HH Legacy Meas Sew RTS SWD - 41%,SWW,SIF019,SW01,,,,41%,2017/04/01,2025/10/01,No,0,,,,,
SI1070,SI1070,SWW HH Legacy Meas Sew RTS SWD - 42%,SWW,SIF019,SW01,,,,42%,2017/04/01,2025/10/01,No,0,,,,,
SI1071,SI1071,SWW HH Legacy Meas Sew RTS SWD - 43%,SWW,SIF019,SW01,,,,43%,2017/04/01,2025/10/01,No,0,,,,,
SI1072,SI1072,SWW HH Legacy Meas Sew RTS SWD - 44%,SWW,SIF019,SW01,,,,44%,2017/04/01,2025/10/01,No,0,,,,,
SI1073,SI1073,SWW HH Legacy Meas Sew RTS SWD - 45%,SWW,SIF019,SW01,,,,45%,2017/04/01,2025/10/01,No,0,,,,,
SI1074,SI1074,SWW HH Legacy Meas Sew RTS SWD - 46%,SWW,SIF019,SW01,,,,46%,2017/04/01,2025/10/01,No,0,,,,,
SI1075,SI1075,SWW HH Legacy Meas Sew RTS SWD - 47%,SWW,SIF019,SW01,,,,47%,2017/04/01,2025/10/01,No,0,,,,,
SI1076,SI1076,SWW HH Legacy Meas Sew RTS SWD - 48%,SWW,SIF019,SW01,,,,48%,2017/04/01,2025/10/01,No,0,,,,,
SI1077,SI1077,SWW HH Legacy Meas Sew RTS SWD - 49%,SWW,SIF019,SW01,,,,49%,2017/04/01,2025/10/01,No,0,,,,,
SI1078,SI1078,SWW HH Legacy Meas Sew RTS SWD - 50%,SWW,SIF019,SW01,,,,50%,2017/04/01,2025/10/01,No,0,,,,,
SI1079,SI1079,SWW HH Legacy Meas Sew RTS SWD - 51%,SWW,SIF019,SW01,,,,51%,2017/04/01,2025/10/01,No,0,,,,,
SI1080,SI1080,SWW HH Legacy Meas Sew RTS SWD - 52%,SWW,SIF019,SW01,,,,52%,2017/04/01,2025/10/01,No,0,,,,,
SI1081,SI1081,SWW HH Legacy Meas Sew RTS SWD - 53%,SWW,SIF019,SW01,,,,53%,2017/04/01,2025/10/01,No,0,,,,,
SI1082,SI1082,SWW HH Legacy Meas Sew RTS SWD - 54%,SWW,SIF019,SW01,,,,54%,2017/04/01,2025/10/01,No,0,,,,,
SI1083,SI1083,SWW HH Legacy Meas Sew RTS SWD - 55%,SWW,SIF019,SW01,,,,55%,2017/04/01,2025/10/01,No,0,,,,,
SI1084,SI1084,SWW HH Legacy Meas Sew RTS SWD - 56%,SWW,SIF019,SW01,,,,56%,2017/04/01,2025/10/01,No,0,,,,,
SI1085,SI1085,SWW HH Legacy Meas Sew RTS SWD - 57%,SWW,SIF019,SW01,,,,57%,2017/04/01,2025/10/01,No,0,,,,,
SI1086,SI1086,SWW HH Legacy Meas Sew RTS SWD - 58%,SWW,SIF019,SW01,,,,58%,2017/04/01,2025/10/01,No,0,,,,,
SI1087,SI1087,SWW HH Legacy Meas Sew RTS SWD - 59%,SWW,SIF019,SW01,,,,59%,2017/04/01,2025/10/01,No,0,,,,,
SI1088,SI1088,SWW HH Legacy Meas Sew RTS SWD - 60%,SWW,SIF019,SW01,,,,60%,2017/04/01,2025/10/01,No,0,,,,,
SI1089,SI1089,SWW HH Legacy Meas Sew RTS SWD - 61%,SWW,SIF019,SW01,,,,61%,2017/04/01,2025/10/01,No,0,,,,,
SI1090,SI1090,SWW HH Legacy Meas Sew RTS SWD - 62%,SWW,SIF019,SW01,,,,62%,2017/04/01,2025/10/01,No,0,,,,,
SI1091,SI1091,SWW HH Legacy Meas Sew RTS SWD - 63%,SWW,SIF019,SW01,,,,63%,2017/04/01,2025/10/01,No,0,,,,,
SI1092,SI1092,SWW HH Legacy Meas Sew RTS SWD - 64%,SWW,SIF019,SW01,,,,64%,2017/04/01,2025/10/01,No,0,,,,,
SI1093,SI1093,SWW HH Legacy Meas Sew RTS SWD - 65%,SWW,SIF019,SW01,,,,65%,2017/04/01,2025/10/01,No,0,,,,,
SI1094,SI1094,SWW HH Legacy Meas Sew RTS SWD - 66%,SWW,SIF019,SW01,,,,66%,2017/04/01,2025/10/01,No,0,,,,,
SI1095,SI1095,SWW HH Legacy Meas Sew RTS SWD - 67%,SWW,SIF019,SW01,,,,67%,2017/04/01,2025/10/01,No,0,,,,,
SI1096,SI1096,SWW HH Legacy Meas Sew RTS SWD - 68%,SWW,SIF019,SW01,,,,68%,2017/04/01,2025/10/01,No,0,,,,,
SI1097,SI1097,SWW HH Legacy Meas Sew RTS SWD - 69%,SWW,SIF019,SW01,,,,69%,2017/04/01,2025/10/01,No,0,,,,,
SI1098,SI1098,SWW HH Legacy Meas Sew RTS SWD - 70%,SWW,SIF019,SW01,,,,70%,2017/04/01,2025/10/01,No,0,,,,,
SI1099,SI1099,SWW HH Legacy Meas Sew RTS SWD - 71%,SWW,SIF019,SW01,,,,71%,2017/04/01,2025/10/01,No,0,,,,,
SI1100,SI1100,SWW HH Legacy Meas Sew RTS SWD - 72%,SWW,SIF019,SW01,,,,72%,2017/04/01,2025/10/01,No,0,,,,,
SI1101,SI1101,SWW HH Legacy Meas Sew RTS SWD - 73%,SWW,SIF019,SW01,,,,73%,2017/04/01,2025/10/01,No,0,,,,,
SI1102,SI1102,SWW HH Legacy Meas Sew RTS SWD - 74%,SWW,SIF019,SW01,,,,74%,2017/04/01,2025/10/01,No,0,,,,,
SI1103,SI1103,SWW HH Legacy Meas Sew RTS SWD - 75%,SWW,SIF019,SW01,,,,75%,2017/04/01,2025/10/01,No,0,,,,,
SI1104,SI1104,SWW HH Legacy Meas Sew RTS SWD - 76%,SWW,SIF019,SW01,,,,76%,2017/04/01,2025/10/01,No,0,,,,,
SI1105,SI1105,SWW HH Legacy Meas Sew RTS SWD - 77%,SWW,SIF019,SW01,,,,77%,2017/04/01,2025/10/01,No,0,,,,,
SI1106,SI1106,SWW HH Legacy Meas Sew RTS SWD - 78%,SWW,SIF019,SW01,,,,78%,2017/04/01,2025/10/01,No,0,,,,,
SI1107,SI1107,SWW HH Legacy Meas Sew RTS SWD - 79%,SWW,SIF019,SW01,,,,79%,2017/04/01,2025/10/01,No,0,,,,,
SI1108,SI1108,SWW HH Legacy Meas Sew RTS SWD - 80%,SWW,SIF019,SW01,,,,80%,2017/04/01,2025/10/01,No,0,,,,,
SI1109,SI1109,SWW HH Legacy Meas Sew RTS SWD - 81%,SWW,SIF019,SW01,,,,81%,2017/04/01,2025/10/01,No,0,,,,,
SI1110,SI1110,SWW HH Legacy Meas Sew RTS SWD - 82%,SWW,SIF019,SW01,,,,82%,2017/04/01,2025/10/01,No,0,,,,,
SI1111,SI1111,SWW HH Legacy Meas Sew RTS SWD - 83%,SWW,SIF019,SW01,,,,83%,2017/04/01,2025/10/01,No,0,,,,,
SI1112,SI1112,SWW HH Legacy Meas Sew RTS SWD - 84%,SWW,SIF019,SW01,,,,84%,2017/04/01,2025/10/01,No,0,,,,,
SI1113,SI1113,SWW HH Legacy Meas Sew RTS SWD - 85%,SWW,SIF019,SW01,,,,85%,2017/04/01,2025/10/01,No,0,,,,,
SI1114,SI1114,SWW HH Legacy Meas Sew RTS SWD - 86%,SWW,SIF019,SW01,,,,86%,2017/04/01,2025/10/01,No,0,,,,,
SI1115,SI1115,SWW HH Legacy Meas Sew RTS SWD - 87%,SWW,SIF019,SW01,,,,87%,2017/04/01,2025/10/01,No,0,,,,,
SI1116,SI1116,SWW HH Legacy Meas Sew RTS SWD - 88%,SWW,SIF019,SW01,,,,88%,2017/04/01,2025/10/01,No,0,,,,,
SI1117,SI1117,SWW HH Legacy Meas Sew RTS SWD - 89%,SWW,SIF019,SW01,,,,89%,2017/04/01,2025/10/01,No,0,,,,,
SI1118,SI1118,SWW HH Legacy Meas Sew RTS SWD - 90%,SWW,SIF019,SW01,,,,90%,2017/04/01,2025/10/01,No,0,,,,,
SI1119,SI1119,SWW HH Legacy Meas Sew RTS SWD - 91%,SWW,SIF019,SW01,,,,91%,2017/04/01,2025/10/01,No,0,,,,,
SI1120,SI1120,SWW HH Legacy Meas Sew RTS SWD - 92%,SWW,SIF019,SW01,,,,92%,2017/04/01,2025/10/01,No,0,,,,,
SI1121,SI1121,SWW HH Legacy Meas Sew RTS SWD - 93%,SWW,SIF019,SW01,,,,93%,2017/04/01,2025/10/01,No,0,,,,,
SI1122,SI1122,SWW HH Legacy Meas Sew RTS SWD - 94%,SWW,SIF019,SW01,,,,94%,2017/04/01,2025/10/01,No,0,,,,,
SI1123,SI1123,SWW HH Legacy Meas Sew RTS SWD - 95%,SWW,SIF019,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI1124,SI1124,SWW HH Legacy Meas Sew RTS SWD - 96%,SWW,SIF019,SW01,,,,96%,2017/04/01,2025/10/01,No,0,,,,,
SI1125,SI1125,SWW HH Legacy Meas Sew RTS SWD - 97%,SWW,SIF019,SW01,,,,97%,2017/04/01,2025/10/01,No,0,,,,,
SI1126,SI1126,SWW HH Legacy Meas Sew RTS SWD - 98%,SWW,SIF019,SW01,,,,98%,2017/04/01,2025/10/01,No,0,,,,,
SI1127,SI1127,SWW HH Legacy Meas Sew RTS SWD - 99%,SWW,SIF019,SW01,,,,99%,2017/04/01,2025/10/01,No,0,,,,,
SI1128,SI1128,SWW HH Legacy Meas Sew RTS SWD - 100%,SWW,SIF019,SW01,,,,100%,2017/04/01,2025/10/01,No,0,,,,,
SI1129,SI1129,SWW HH Legacy Meas Sew RTS SWD - Default,SWW,SIF019,SW01,,,,95%,2017/04/01,2025/10/01,No,0,,,,,
SI1231,SI1231,IOS NH Legacy Meas Sew RTS NSW - Default,IOS,SIF070,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI1240,SI1240,IOS NH Legacy Meas Sew RTS SWD - 08%,IOS,SIF071,IS01,,,,08%,2020/04/01,2025/10/01,No,0,,,,,
SI1274,SI1274,IOS NH Legacy Meas Sew RTS SWD - 42%,IOS,SIF071,IS01,,,,42%,2020/04/01,2025/10/01,No,0,,,,,
SI1333,SI1333,IOS NH Legacy Meas Sew RTS SWD - Default,IOS,SIF071,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI1334,SI1334,IOS HH Legacy Meas Sew RTS NSW - 00%,IOS,SIF151,IS01,,,,00%,2020/04/01,2025/10/01,No,0,,,,,
SI1335,SI1335,IOS HH Legacy Meas Sew RTS NSW - 01%,IOS,SIF151,IS01,,,,01%,2020/04/01,2025/10/01,No,0,,,,,
SI1336,SI1336,IOS HH Legacy Meas Sew RTS NSW - 02%,IOS,SIF151,IS01,,,,02%,2020/04/01,2025/10/01,No,0,,,,,
SI1337,SI1337,IOS HH Legacy Meas Sew RTS NSW - 03%,IOS,SIF151,IS01,,,,03%,2020/04/01,2025/10/01,No,0,,,,,
SI1338,SI1338,IOS HH Legacy Meas Sew RTS NSW - 04%,IOS,SIF151,IS01,,,,04%,2020/04/01,2025/10/01,No,0,,,,,
SI1339,SI1339,IOS HH Legacy Meas Sew RTS NSW - 05%,IOS,SIF151,IS01,,,,05%,2020/04/01,2025/10/01,No,0,,,,,
SI1340,SI1340,IOS HH Legacy Meas Sew RTS NSW - 06%,IOS,SIF151,IS01,,,,06%,2020/04/01,2025/10/01,No,0,,,,,
SI1341,SI1341,IOS HH Legacy Meas Sew RTS NSW - 07%,IOS,SIF151,IS01,,,,07%,2020/04/01,2025/10/01,No,0,,,,,
SI1342,SI1342,IOS HH Legacy Meas Sew RTS NSW - 08%,IOS,SIF151,IS01,,,,08%,2020/04/01,2025/10/01,No,0,,,,,
SI1343,SI1343,IOS HH Legacy Meas Sew RTS NSW - 09%,IOS,SIF151,IS01,,,,09%,2020/04/01,2025/10/01,No,0,,,,,
SI1344,SI1344,IOS HH Legacy Meas Sew RTS NSW - 10%,IOS,SIF151,IS01,,,,10%,2020/04/01,2025/10/01,No,0,,,,,
SI1345,SI1345,IOS HH Legacy Meas Sew RTS NSW - 11%,IOS,SIF151,IS01,,,,11%,2020/04/01,2025/10/01,No,0,,,,,
SI1346,SI1346,IOS HH Legacy Meas Sew RTS NSW - 12%,IOS,SIF151,IS01,,,,12%,2020/04/01,2025/10/01,No,0,,,,,
SI1347,SI1347,IOS HH Legacy Meas Sew RTS NSW - 13%,IOS,SIF151,IS01,,,,13%,2020/04/01,2025/10/01,No,0,,,,,
SI1348,SI1348,IOS HH Legacy Meas Sew RTS NSW - 14%,IOS,SIF151,IS01,,,,14%,2020/04/01,2025/10/01,No,0,,,,,
SI1349,SI1349,IOS HH Legacy Meas Sew RTS NSW - 15%,IOS,SIF151,IS01,,,,15%,2020/04/01,2025/10/01,No,0,,,,,
SI1350,SI1350,IOS HH Legacy Meas Sew RTS NSW - 16%,IOS,SIF151,IS01,,,,16%,2020/04/01,2025/10/01,No,0,,,,,
SI1351,SI1351,IOS HH Legacy Meas Sew RTS NSW - 17%,IOS,SIF151,IS01,,,,17%,2020/04/01,2025/10/01,No,0,,,,,
SI1352,SI1352,IOS HH Legacy Meas Sew RTS NSW - 18%,IOS,SIF151,IS01,,,,18%,2020/04/01,2025/10/01,No,0,,,,,
SI1353,SI1353,IOS HH Legacy Meas Sew RTS NSW - 19%,IOS,SIF151,IS01,,,,19%,2020/04/01,2025/10/01,No,0,,,,,
SI1354,SI1354,IOS HH Legacy Meas Sew RTS NSW - 20%,IOS,SIF151,IS01,,,,20%,2020/04/01,2025/10/01,No,0,,,,,
SI1355,SI1355,IOS HH Legacy Meas Sew RTS NSW - 21%,IOS,SIF151,IS01,,,,21%,2020/04/01,2025/10/01,No,0,,,,,
SI1356,SI1356,IOS HH Legacy Meas Sew RTS NSW - 22%,IOS,SIF151,IS01,,,,22%,2020/04/01,2025/10/01,No,0,,,,,
SI1357,SI1357,IOS HH Legacy Meas Sew RTS NSW - 23%,IOS,SIF151,IS01,,,,23%,2020/04/01,2025/10/01,No,0,,,,,
SI1358,SI1358,IOS HH Legacy Meas Sew RTS NSW - 24%,IOS,SIF151,IS01,,,,24%,2020/04/01,2025/10/01,No,0,,,,,
SI1359,SI1359,IOS HH Legacy Meas Sew RTS NSW - 25%,IOS,SIF151,IS01,,,,25%,2020/04/01,2025/10/01,No,0,,,,,
SI1360,SI1360,IOS HH Legacy Meas Sew RTS NSW - 26%,IOS,SIF151,IS01,,,,26%,2020/04/01,2025/10/01,No,0,,,,,
SI1361,SI1361,IOS HH Legacy Meas Sew RTS NSW - 27%,IOS,SIF151,IS01,,,,27%,2020/04/01,2025/10/01,No,0,,,,,
